,Emails,label
2198,movie call,0
2199,stomach,0
2200,haha dinner cousin,0
2201,boy late home father power frndship,0
2202,carlos definitely coming tonight excuse,0
2203,real princess make wet,0
2204,raji pls favour pls convey birthday wish nimya pls today birthday,0
2205,haha leg neck killing amigo hoping night burn swing hour,0
2206,urgent mobile bonus caller prize attempt reach call possible,1
2207,body take buy making progress pls continue talk saturday,0
2208,urgent costa sol holiday await collection call toclaim sae stockport,1
2209,night night,0
2210,wanted holy shit guy kidding bud,0
2211,gettin bit arty collage tryin roast lovely enjoy,0
2212,day billion class,0
2213,goodmorning today late back pain,0
2214,call tomorrow,0
2215,prabha soryda realy frm heart sory,0
2216,waliking ard wan buy house,0
2217,carton pleased shelf,0
2218,nice talking forget pix,0
2219,guaranteed cash prize claim prize call customer service representative cost,1
2220,funny shd haf run shorter distance,0
2221,notice shit mirror turning freak,0
2222,great worried wonderful caring person life wonderful god love,0
2223,ringtone order ref number mobile charged tone arrive call customer service,1
2224,prefer free day tues wed fri oso workin,0
2225,alrite jod revision goin keris doin smidgin college,0
2226,belive home,0
2227,test,0
2228,exact intention,0
2229,haha money leh tuition haha empty slot driving lesson,0
2230,hey thk juz accordin discussed yest sun co lesson attend sat,0
2231,wen free home tel vikky hav mail evening free today aftr,0
2232,msg dis wit different,0
2233,morning plz call sir,0
2234,room number make knocking,0
2235,plaid boughtaobraindanceaoa aphexaos abel,0
2236,pls nelson longer comin money expecting coming,0
2237,give drink take vomit temp drop unmits,0
2238,text home phone display text send number,0
2239,day sleep,0
2240,call close,0
2241,buy newspaper,0
2242,wif si aft bathing bathe rain,0
2243,boo mom making tortilla soup yummmm,0
2244,management puzzeles,0
2245,find include detail,0
2246,babe bout scammer smart regular vodafone respond prem rate beware,1
2247,back work half term sexy passion back chat love call,1
2248,spoiled,0
2249,ringtone order ref number mobile charged tone arrive call customer service,1
2250,threat sale executive shifad raised complaint official message,0
2251,hope thing reminds left lounge,0
2252,schedule sun,0
2253,enjoy role playing,0
2254,watching,0
2255,lov line hurt truth,0
2256,checked heading drop stuff,0
2257,lot hair dresser china,0
2258,sad story week wife wish parent forgot kid work colleague wish,0
2259,call evening idea,0
2260,splashmobile choose tone subscrition service weekly tone costing credit kick back enjoy,1
2261,show wot dust,0
2262,,0
2263,heard call rude chat private line wan pic gettin shagged text pix send stop sam xxx,1
2264,bus tomorrow,0
2265,pick phone pls send message,0
2266,forwarded free entry weekly comp send word enter,1
2267,finish liao,0
2268,lost,1
2269,haha,0
2270,watchin lido,0
2271,life spend lifetime meaningless moment spent love mean life,0
2272,haha awesome couple time coming,0
2273,cold sad dear,0
2274,stop hour roommate stock trip,0
2275,telly brdget jones,0
2276,love aathi love lot,0
2277,bored inever bored exciting happened,0
2278,news hype park plaza studio left,0
2279,sorry call meeting,0
2280,comin back dinner,0
2281,hav reached call unable connect,0
2282,waited yesterday,0
2283,reach home safe sound liao,0
2284,velly,0
2285,wkend journey terrible huge back marking,0
2286,letter copy co message speak,0
2287,alex guy sell mids south tampa set,0
2288,message offer,0
2289,mobile update free orange latest colour camera mobile unlimited weekend call call mobile freefone,1
2290,hey babe doin wot love annie,0
2291,remind,0
2292,romantic,0
2293,damn christmas decided work,0
2294,message call,1
2295,darlin missin hope time back time give call home jess,0
2296,forwarded mailbox messaging sm alert message match call back retrieve message match,1
2297,draw,0
2298,pick call important hrishi,0
2299,congrats year special cinema pas call suprman free miss,1
2300,nothin mind buy hanger laptop heavy,0
2301,guess easy,0
2302,make baby,0
2303,friend round ish,0
2304,friendship poem dear dear hear fear live cheer tear dear gud,0
2305,area restaurant back,0
2306,aight work,0
2307,win year supply cd store choice worth enter weekly draw txt music,1
2308,moby pub high street prize duchess cornwall txt stop arrow,1
2309,sleeping bag blanket paper phone detail,0
2310,nokia win free auction part send nokia,1
2311,congratulation friend xmas prize claim easy call minute,1
2312,tddnewsletter game thedailydraw dear helen dozen free game great prizeswith,1
2313,guy,0
2314,chat awesome make regular person,0
2315,significant worry,0
2316,live high,0
2317,waqt naseeb zyada milta zindgi sochte zindgi jeetey,0
2318,office,0
2319,place,0
2320,pain worse time,0
2321,,0
2322,stalking,0
2323,sorry forgot reminded sorry hope guy fun,0
2324,,0
2325,apps class varaya elaya,0
2326,xmas story peace xmas message love xmas miracle jesus hav blessed month ahead amp wish merry xmas,0
2327,urgent mobile number bonus caller prize attempt reach call possible box,1
2328,day asked anand number,0
2329,surfing online store offer buy,0
2330,long beach expected dinner,0
2331,home,0
2332,fine,0
2333,happen truth,0
2334,italian food,0
2335,weird point,0
2336,aww dead jez iscoming workand whilltake forever,0
2337,friend plan valentine day url,0
2338,alright bit,0
2339,cheer message zogtorius iaove staring phone age deciding text,0
2340,financial,0
2341,dear happen talking alian,0
2342,double min txts orange price linerental motorola sonyericsson free call,1
2343,write message put dictionary cover screen hand press gently remove hand interesting,0
2344,okie,0
2345,yijue meet tomorrow,0
2346,posible dnt live century frwd thnk different,0
2347,dint slept afternoon,0
2348,unnecessarily affectionate,0
2349,yar thk sort funny thing,0
2350,place,0
2351,download ringtones restriction choose send buddy txt sir,1
2352,cool day,0
2353,call immediately urgent message waiting,1
2354,bus,0
2355,love day alright sweet send jolt heart remind love hear screamed world hear ahmad hallaq loved owned possessive passionate kiss,0
2356,joined today,0
2357,clarification,0
2358,talk probably early tomorrow,0
2359,spook mob halloween collection logo message free eerie tone txt card spook zed,1
2360,money issue weigh breathe easier make regret,0
2361,sorry missed call pls call back,0
2362,hope settled school year wishin day,0
2363,fantasy football back sky gamestar sky active play dream team scoring start saturday register sky opt,1
2364,sleep night,0
2365,week course coimbatore,0
2366,tone club sub expired reply monoc mono polyc polys weekly week txt stop stop message free stream,1
2367,nice sheffield tom air opinion category measure ethnicity census busy transcribing,0
2368,home,0
2369,boy loved gal propsd mind lttrs frnds threw thm boy decided aproach gal time truck speeding gal hit girl boy ran hell saved asked run fast boy replied boost secret energy instantly girl shouted energy thy lived happily drinking boost evrydy story free msg gud,0
2370,day cut hair paragon called hair hair cut,0
2371,unfortunately pic hot cake kind fun,0
2372,watching funny bluff izzit thk impossible,0
2373,xmas prize draw contact today draw show prize guaranteed call land line valid,1
2374,neva,0
2375,goodmate rite sary asusual cheered love franyxxxxx,0
2376,home change batt watch shop bit,0
2377,place town meet exciting adult single txt chat,1
2378,mobile added contact list great place send free sm visit,0
2379,evening sir hope nice day wanted bring notice late paying rent past month pay charge felt inconsiderate nag give great cost speak recession pay charge month askin ahead month,0
2380,house,0
2381,line love wait day forget day realize forget,0
2382,reach ten morning,0
2383,pussy perfect,0
2384,sorry call,0
2385,contacted dating service entered phone becausethey fancy find call landline,1
2386,message responce happend,0
2387,piece,0
2388,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
2389,boo thing back home bored,0
2390,gained blood sugar test blood pressure normal limit worry,0
2391,pick fone dumb,0
2392,thangam feel happy dear miss,0
2393,okey doke home dressed co laying speak bout time stuff,0
2394,run away frm walk slowly amp kill stop,0
2395,babe back back,0
2396,told marry,0
2397,neshanth tel,0
2398,byatch whassup,0
2399,kay sat,0
2400,roger,0
2401,babe baby nasty filthyguys fancy rude time sexy bitch slo hard txt xxx slo,1
2402,wasted muz chiong sat sun liao,0
2403,jesus christ bitch give drug answer fucking phone,0
2404,give pick tuesday evening,0
2405,meeting darren,0
2406,dialogue cute reltnship wen,0
2407,solve case found murdered decimal afternoon wife called police police questioned wife sir sleeping murder place cooking picking vegetable post office play marriage police arrested murderer immediately reply reason brilliant,0
2408,dear reach,0
2409,aww time missed missed love,0
2410,nite,0
2411,ahmad,0
2412,send chat find rcvd ldn year,1
2413,send pose comb hair dryer,0
2414,fps,0
2415,mean computational science push,0
2416,read love answered,0
2417,end dun wan yogasana oso,0
2418,madam regret receive reference check dlf rakhesh kerala,0
2419,sm service inclusive text credit pls gotto login unsubscribe stop extra charge,1
2420,oic quickly bathe settle,0
2421,err cud contact,0
2422,bloo bloo bloo miss bowl,0
2423,lmao fun,0
2424,big,0
2425,hey forgot happy babe love,0
2426,valentine day special win quiz partner trip lifetime send rcvd,1
2427,move week,0
2428,find offline message anjola,0
2429,guess time created web page read wrote waiting opinion friend,1
2430,txting driving,0
2431,god complete lot water beautiful day,0
2432,dun bluff leh sleep early nite,0
2433,indian poor india poor country swiss bank director lac crore indian money deposited swiss bank budget yr give crore job indian village delhi lane road forever free power suply social project citizen monthly yr world bank amp imf loan money blocked rich politician full right corrupt politician forward india,0
2434,uncle boye movie guide torrent particularly legal system slowing day started co meet online honey moon,0
2435,remember,0
2436,guy commit random,0
2437,chance win cash txt play custcare,1
2438,busy juz dun wan early hee,0
2439,rightio bright early morning,0
2440,great church holla,0
2441,back brum putting keeping happy,0
2442,donno scorable,0
2443,great loxahatchee xmas tree burning update totally star,0
2444,princess,0
2445,guy kadeem selling break guy paranoid fuck selling late tonight,0
2446,sorry call,0
2447,tomorrow brin lar aiya lar mayb neva set properly sheet wif,0
2448,knw dis,0
2449,dun believe,0
2450,give back,0
2451,complain bettr directly bsnl offc apply,0
2452,pick friday,0
2453,payed suganya,0
2454,left dessert wan suntec,0
2455,abeg make profit start sponsor event,0
2456,onum normal,0
2457,sister kid,0
2458,cool text,0
2459,talk make greet,0
2460,talk call calling,0
2461,lar,0
2462,rose water season change poet imagination phone sm lovely frndship forever,0
2463,afternoon babe day job prospect miss love sigh,0
2464,pick drop problem,0
2465,waste,0
2466,world famamus,0
2467,coming friday leave pongal news work place,0
2468,big,0
2469,,0
2470,eat airport road oredi lot pple,0
2471,sry talk phone parent,0
2472,final chance claim worth discount voucher today text savamob member offer mobile savamob sub,1
2473,time finish,0
2474,princess make love time night hope problem,0
2475,railway,0
2476,dnt wnt tlk wid,0
2477,sorry hope space remember furniture move lock lock leave key jenne,0
2478,touch easiest barcelona house,0
2479,sppok mob halloween collection nokia logo message free eerie tone txt card spook,1
2480,urgent call landline complementary tenerife holiday cash await collection sae box sender hol offer,1
2481,evening urgent,0
2482,pansy living jungle year driving worried,0
2483,kanji eat heavy,0
2484,promise text morning made,0
2485,different find real life photo,0
